local_authority,meeting_date,item_context,motion_snippet,proposer,seconder,outcome,topics,tally_for,tally_against,tally_abstain,rollcall,source_url,source_status
Wicklow,2025 March,Amendment No. 6,"proposed by Cllr. G. O’Neill, seconded by Cllr. P. Mahon was agreed by all present. -------------------------------------------------- COUNCILLOR AMENDMENT No. 7 PROPOSED Cllr Avril Cronin SECONDED Cllr Jason Mulhall Proposed Amendment Rel",G. O’Neill,P. Mahon was agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 7,"proposed by Cllr. A. Cronin, seconded by Cllr. J. Mulhall was agreed by all present. ------------------------------------------ COUNCILLOR AMENDMENT No. 8 PROPOSED Cllr Jason Mulhall SECONDED Cllr Pat Mahon Proposed Amendment Relates to:",A. Cronin,J. Mulhall was agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 11,"proposed by Cllr. P. Stapleton, seconded by Cllr. J. Mulhall was agreed by all present. ---------------------------------------------------- The Cathaoirleach moved to the Chief Executive’s report on submissions on the draft Blessington Local Area Plan ",P. Stapleton,J. Mulhall was agreed,,housing,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 1,"proposed by Cllr. P. Glennon, seconded by Cllr. P. Stapleton was agreed by all present. -------------------------------------------------------- Part B B1 Town Centre Regeneration and Opportunity sites 2 Blessington Opportunity Sites (OP) Amen",P. Glennon,P. Stapleton was agreed,,economic_tourism,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 3,"proposed by Cllr. J. Mulhall, seconded by Cllr. P. Stapleton was agreed by all present. ------------------------------------------- 4 OP8 North Blessington Main Street Omit OP8 ‘Concept Plan’ Figure B1.11 Amend OP8 boundary Change from: Chan",J. Mulhall,P. Stapleton was agreed by,,water_sewer,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 4,"proposed by Cllr. P. Stapleton, seconded by Cllr. J. Mulhall was agreed by all present. ------------------------------------------------- B2 Housing Development 5 Housing Targets & Extant Planning Permissions Amend text as follows: Having rega",P. Stapleton,J. Mulhall was agreed by,,housing,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 5,"proposed by Cllr. J. Mulhall, seconded by Cllr. A. Cronin was agreed by all present. It was noted the Elected Members amendment relating to this item was compatable. --------------------------------------------- 6 Objective BLESS7 Notwithstanding ",J. Mulhall,A. Cronin was agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 7,"proposed by Cllr. P. Glennon, seconded by Cllr. G. O’Neill was agreed by all present. ---------------------------------------------------- 8 Tourism & Recreation Objectives Amend objectives as follows: BLESS18 To facilitate and support future",P. Glennon,G. O’Neill was agreed by,,economic_tourism,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 8,"proposed by Cllr. P. Mahon, seconded by Cllr. J. Mulhall was agreed by all present. ------------------------------------------- B.6 Heritage/Biodiversity 9 Architectural Conservation Areas (ACA) Add ‘ACA boundary’ to maps as appropriate. Ins",P. Mahon,J. Mulhall was agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 11,"proposed by Cllr. P. Stapleton, seconded by Cllr. A. Cronin was agreed by all present. ---------------------------------------------- 12 Transportation Objectives Amend objective as follows: BLESS - 50 To protect the strategic function of the N8",P. Stapleton,A. Cronin was agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 12,"proposed by Cllr. P. Glennon, seconded by Cllr. J. Mulhall was agreed by all present. ------------------------------------------------------- 13 Transport Strategy Maps Amend Transport Objectives Map as follows: - Add additional information on activ",P. Glennon,J. Mulhall was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 13,"proposed by Cllr. J. Mulhall, seconded by Cllr. I. Neary was agreed by all present. ------------------------------------------------- 14 Flood Management Objectives Amend the objective as follows: BLESS 51 Applications for new developments or signi",J. Mulhall,I. Neary was agreed by all,,water_sewer,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 14,"proposed by Cllr. I. Neary, seconded by Cllr. P. Mahon was agreed by all present. ------------------------------------------------- 15 Other Infrastructure Objectives Add the following text and objectives: Water Protection The Poulaphouca Reservoi",I. Neary,P. Mahon was agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 15,"proposed by Cllr. J. Mulhall, seconded by Cllr. P. Stapleton was agreed by all present. ------------------------------------------------- Part B.8 Zoning 16 Zoning Objectives Amend the text as follows Insert new sentence at end of Zoning table: ",J. Mulhall,P. Stapleton was agreed,,water_sewer,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 16,"proposed by Cllr. J. Mulhall, seconded by Cllr. A. Cronin was agreed by all present. ----------------------------------------------- Part B.8.1 Specific Local Objectives 17 Specific Local Objectives (SLO) – preamble / general (a) Amend text as",J. Mulhall,A. Cronin was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 18,"proposed by Cllr. P. Mahon, seconded by Cllr. J. Mulhall was agreed by all present. ---------------------------------------------- 19 SLO4 Doran’s Pit (a) Concept Plan: Omit the cycling and pedestrian link to the Blessington Mart ",P. Mahon,J. Mulhall was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 19,"proposed by Cllr. G. O’Neill, seconded by Cllr. P. Glennon was agreed by all present. -------------------------------------------- B.8.2 Map Amendments 20 Map No.1 Land Use Zoning Objectives Amend Map No.1 Land Use Zoning Objectives (and any ch",G. O’Neill,P. Glennon was agreed by,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 20,"proposed by Cllr. P. Stapleton, seconded by Cllr. P. Mahon was agreed by all present. ---------------------------------------------------- 21 Map No.1 Land Use Zoning Objectives Amend Map No.1 Land Use Zoning Objectives (and any changes consequen",P. Stapleton,P. Mahon was agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 21,"proposed by Cllr. P. Stapleton, seconded by Cllr. G. O’Neill was agreed by all present. --------------------------------------------------- 22 Map No.1 Land Use Zoning Objectives Amend Map 1 to show zoning objectives for Blessington from Kildare C",P. Stapleton,G. O’Neill was agreed,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,Amendment No. 25,"proposed by Cllr. J. Mulhall, seconded by Cllr. P. Stapleton was agreed by all present. ---------------------------------------- Appendix 5 Strategic Flood Risk Assessment No. Section Proposed Amendment 26 Insert at end of SFRA Map 1 F",J. Mulhall,P. Stapleton was agreed by all,,water_sewer,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,A long discussion on the amendment took place.,"Proposed by Cllr. G. O’Neill, seconded by Cllr. J. Snell ‘that the lands at Burgage More which are within the settlement boundary of the town should be zoned for the following reasons. 60  The development would remove the notorious bad bend at ''No",G. O’Neill,J. Snell,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,--------------------------------------------,Proposed by Cllr. A. Cronin and seconded by Cllr. P. Glennon that ‘That the Elected Members resolve to amend the Draft Local Area Plan in accordance with the amendments approved at this meeting and given that said proposed alterations constitute material a,A. Cronin and,P. Glennon that,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 March,To consider the Chief Executive’s Report on submissions to Proposed Variation No. 3 to,"Proposed by Cllr. P. Glennon, seconded by Cllr. J. Mulhall ‘That Members resolve to alter the proposed variation in accordance with the alterations approved at this meeting and given that said proposed alterations constitute material alterations to the propo",P. Glennon,J. Mulhall,,,,,,True,https://www.wicklow.ie/Portals/0/adam/Documents/JBuuaJsq7E-9HKJg96mpaQ/Link/Minutes Ordinary 3rd March 2025.pdf,text
Wicklow,2025 April,Monday 3rd March 2025.,"proposed by Cllr. A. Cronin, seconded by Cllr. S. Langrell and agreed by all to confirm and sign minutes of annual budget meeting of Wicklow County Council held on Monday 3rd March 2025. ITEM NO. 2 To consider the disposal of 0.0128Ha or thereabouts ",A. Cronin,S. Langrell and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,To consider the disposal of 0.0128Ha or thereabouts in the townland of Tiknock Td. being,"proposed by Cllr. P. Fitzgerald seconded by Cllr. W. O’Toole and agreed by all to consider the disposal of 0.0128Ha or thereabouts in the townland of Tiknock Td. being the 3 property known is 8 St. Patrick’s Terrace, Arklow, Co. Wicklow to Ms. Kathleen",P. Fitzgerald,W. O’Toole and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,Verbruggen.,"proposed by Cllr. T. Fortune, seconded by Cllr. L. Fenelon Gaskin and agreed by all to consider the disposal of 175 sq.m. or thereabouts in the townland of Kilcoole to Renaat Verbruggen as set out in statutory notice circulated. ITEM NO. 4 To conside",T. Fortune,L. Fenelon Gaskin and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,Patrick & Barbara McLoughlin.,"proposed by Cllr. D. O’Brien, seconded by Cllr. M. Duddy and agreed by all to consider the disposal of 0.0266Ha or thereabouts in the townland of Old Connaught being the property known as 1 James Everett Park, Bray, Co. Wicklow by transfer to Patrick & Barba",D. O’Brien,M. Duddy and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,"Knockanrahan Lower being the property known as 6 Knockanrahan, Arklow, Co. Wicklow","proposed by Cllr. P. Fitzgerald, seconded by Cllr. W. O’Toole and agreed by all to consider the disposal of 0.0278 hectares or thereabouts in the townland of Knockanrahan Lower being the property known as 6 Knockanrahan, Arklow, Co. Wicklow by transfer to P",P. Fitzgerald,W. O’Toole and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,Clermont Enterprise Hub CLG by way of a 99-year lease commencing 1st May 2025.,"proposed by Cllr. G. Dunne, seconded by Cllr. P. O’Brien and agreed by all to consider the disposal of 332 square meters or thereabouts in the townland of Newrath, Rathnew, Co. Wicklow being the property originally required from Kathleen Bourne, Mary Kate Sh",G. Dunne,P. O’Brien and agreed by all,,economic_tourism,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,"Corballis Upper, Rathdrum, Co. Wicklow.","proposed by Cllr. P. Kennedy, seconded by Cllr. S. Bourke and agreed by all to consider the disposal of 0.8092Ha or thereabouts in the townland of Corballis Upper, Rathdrum, Co. Wicklow being the property known as Site 19 in Avondale Business Park, Corballi",P. Kennedy,S. Bourke and agreed by all to,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,To consider the casual vacancy arising from the resignation of Cllr. A. Flynn Kennedy in,"proposed by Cllr. S. Bourke, seconded by Cllr. P. O’Brien and agreed by all to defer this item to next month. ITEM NO. 10 To consider the vacancy on the Community & Social Development Strategic Policy Committee arising from the resignation of Cllr. A",S. Bourke,P. O’Brien and agreed by all,,,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,"Roads Act, 1993.","proposed by Cllr. D. O’Brien, seconded by Cllr. C. Winstanley and agreed by all to the taking in charge of the following: Station Road, Bray. It was proposed by Cllr. L. Fenelon Gaskin, seconded by Cllr. S. Stokes and agreed by all to the taking in charg",D. O’Brien,C. Winstanley and agreed by all,,roads_traffic,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,"It was proposed by Cllr. D. O’Brien, seconded by Cllr. C. Winstanley and agreed by all to the","proposed by Cllr. L. Fenelon Gaskin, seconded by Cllr. S. Stokes and agreed by all to the taking in charge of the following: School Road, Greystones. It was proposed by Cllr. S. Stokes, seconded by Cllr. L. Scott and agreed by all to the taking in charge",L. Fenelon Gaskin,S. Stokes and agreed by all to,,roads_traffic,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,"It was proposed by Cllr. L. Fenelon Gaskin, seconded by Cllr. S. Stokes and agreed by all to","proposed by Cllr. S. Stokes, seconded by Cllr. L. Scott and agreed by all to the taking in charge of the following: Kindlestown Upper Road North, Greystones. It was proposed by Cllr. S. Stokes, seconded by Cllr. L. Scott and agreed by all to the taking in",S. Stokes,L. Scott and agreed by all,,roads_traffic,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,"It was proposed by Cllr. S. Stokes, seconded by Cllr. L. Scott and agreed by all to the taking in","proposed by Cllr. L. Fenelon Gaskin, seconded by Cllr. O. Finn and agreed by all to the taking in charge of the following: Eden Gate Road, Delgany. It was proposed by Cllr. T. Fortune, seconded by Cllr. L. Fenelon Gaskin and agreed by all to the taking i",L. Fenelon Gaskin,O. Finn and agreed by all,,roads_traffic,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
Wicklow,2025 April,"It was proposed by Cllr. T. Fortune, seconded by Cllr. L. Fenelon Gaskin and agreed by all to","proposed by Cllr. T. Fortune, seconded by Cllr. S. Stokes and agreed by all to the taking in charge of the following: Holywell Road, Kilcoole. It was proposed by Cllr. S. Langrell, seconded by Cllr. L. Fenelon Gaskin and agreed by all to the taking in ch",T. Fortune,S. Stokes and agreed by all,,roads_traffic,,,,False,https://www.wicklow.ie/Portals/0/adam/Documents/yFv8qnHk0EiIEL4bR2OFvg/Link/Minutes Ordinary 7th April 2025.pdf,text
